species_slug,dexnum_int,entry_order,flavor_text_en
drampa,780,3,"If a child it has made friends with is bullied, Drampa will find the bully’s house and burn it to the ground."
drampa,780,4,"It appears in towns and plays with the children. Drampa will protect kids when they’re in danger, so their moms don’t have to worry."
drampa,780,5,"The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below."
drampa,780,6,"Drampa is a kind and friendly Pokémon—up until it’s angered. When that happens, it stirs up a gale and flattens everything around."
dhelmise,781,1,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body."
dhelmise,781,2,The soul of seaweed adrift in the waves became reborn as this Pokémon. It maintains itself with new infusions of seabed detritus and seaweed.
dhelmise,781,3,It wraps its prey in green seaweed and sucks away their vitality. It only likes to go after big prey like Wailord.
dhelmise,781,4,"Its chain-like green seaweed can stretch outward for hundreds of yards. For some reason, it gets along well with Skrelp."
dhelmise,781,5,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon."
dhelmise,781,6,"After lowering its anchor, it waits for its prey. It catches large Wailord and drains their life-force."
jangmo-o,782,1,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.
jangmo-o,782,2,They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.
jangmo-o,782,3,It smacks the scales on its head against rocks or against the ground to frighten its opponents. It can also contact its friends with these noises.
jangmo-o,782,4,It will never show an enemy its back in battle. Ancient warriors liked Jangmo-o for its valiant disposition and made it one of their own.
jangmo-o,782,5,They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits.
jangmo-o,782,6,Jangmo-o strikes its scales to communicate with others of its kind. Its scales are actually fur that’s become as hard as metal.
hakamo-o,783,1,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.
hakamo-o,783,2,It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they’re regrown.
hakamo-o,783,3,"It makes noise by clanging its scales together. When the rhythm has reached its peak, Hakamo-o attacks."
hakamo-o,783,4,"The scales it sheds can be molded and processed to make pots and pans. They conduct heat well, so they’re a popular item."
hakamo-o,783,5,"The scaleless, scarred parts of its body are signs of its strength. It shows them off to defeated opponents."
hakamo-o,783,6,"Before attacking its enemies, it clashes its scales together and roars. Its sharp claws shred the opposition."
kommo-o,784,1,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic."
kommo-o,784,2,"Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities."
kommo-o,784,3,"When it howls after finishing off its prey, the metallic sounds of its celebrating comrades can be heard from all around."
kommo-o,784,4,"It battles valiantly with its fists, which are armored in steel scales. Kommo-o specializes in uppercuts."
kommo-o,784,5,It clatters its tail scales to unnerve opponents. This Pokémon will battle only those who stand steadfast in the face of this display.
kommo-o,784,6,Certain ruins have paintings of ancient warriors wearing armor made of Kommo-o scales.
tapu-koko,785,1,This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.
tapu-koko,785,2,It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.
tapu-koko,785,3,"Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack."
tapu-koko,785,4,"The lightning-wielding guardian deity of Melemele, Tapu Koko is brimming with curiosity and appears before people from time to time."
tapu-lele,786,1,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.
tapu-lele,786,2,"As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot."
tapu-lele,786,3,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.
tapu-lele,786,4,"Although called a guardian deity, Tapu Lele is devoid of guilt about its cruel disposition and can be described as nature incarnate."
tapu-bulu,787,1,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth."
tapu-bulu,787,2,The guardian deity of Ula’ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.
tapu-bulu,787,3,"Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy."
tapu-bulu,787,4,"It makes ringing sounds with its tail to let others know where it is, avoiding unneeded conflicts. This guardian deity of Ula’ula controls plants."
tapu-fini,788,1,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.
tapu-fini,788,2,"The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness."
tapu-fini,788,3,"This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered."
tapu-fini,788,4,"Although it’s called a guardian deity, terrible calamities sometimes befall those who recklessly approach Tapu Fini."
cosmog,789,1,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.
cosmog,789,2,"In ages past, it was called the child of the stars. It’s said to be a Pokémon from another world, but no specific details are known."
cosmog,789,3,"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care."
cosmog,789,4,"Whether or not it’s a Pokémon from this world is a mystery. When it’s in a jam, it warps away to a safe place to hide."
cosmog,789,5,This Pokémon came from another universe. Its gaseous body is so light that even a gentle breeze can blow it away.
cosmog,789,6,"Cosmog is very curious but not very cautious, often placing itself in danger. If things start to look dicey, it teleports away."
cosmoem,790,1,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars."
cosmoem,790,2,There’s something accumulating around the black core within its hard shell. People think this Pokémon may come from another world.
cosmoem,790,3,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.
cosmoem,790,4,"As it absorbs light, Cosmoem continues to grow. Its golden shell is surprisingly solid."
cosmoem,790,5,The absorption of starlight fuels this Pokémon’s growth. The shell that encases it is harder than any known material.
